Tree,Linearisation
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN qhwa_5_N)) (AdvVP (UseVStative nyamalal_V) lapho_Adv))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""sekufudumala"")))))",iqhwa lizonyamalala lapho sekufudumala
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop youSg_Pron)) (AdvVP (UseV bonakal_V) (InstrNPAdv (Deverb15 PPos (ComplV2 sin_V2 (RelNP (AdvNP (UsePron (ProDrop they4_Pron)) lapho_Adv) (UseRCl TPresTemp PPos (RelVP IdRP (ComplV2 zw_V2 (DetCN (DetNum NumSg) (PossNP (UseN mnandi_14_N) (DetCN (DetNum NumSg) (UseN ngoma_9_10_N))))))))))))))) NoVoc,ubonakala ngokusina lapho ezwa ubumnandi bengoma
"ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop she_Pron) (UseV thand_V))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""yiphi""))) (PlusChunk (N_Chunker (N_Sg_Chunk ndawo_9_10_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""kulezi""))) (OneChunk (RS_Chunker (RS_Chunk (ProDrop they10_Pron) (UseRCl TPresTemp PPos (RelVP IdRP (UseV thengisw_V))))))))))",uthanda yiphi indawo kulezi ezithengiswayo
PhrUtt NoPConj (UttImpSg PPos (ImpVP (AdvVP (ComplV2 bhal_V2 (DetCN (DetNum NumSg) (PossNP (UseN gama_5_6_N) (UsePron youSg_Pron)))) (LocAdvNPAdv (InstrNPAdv (DetCN (DetNum NumSg) (UseN nhla_9_N))) (DetCN (DetNum NumSg) (PredetN (DemPredet that_Quant) khasi_5_6_N)))))) NoVoc,bhala igama lakho ngenhla kulelo khasi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN fudu_11_10_N)) (AdvVP (AdvVP (UseV hamb_V) (InstrNPAdv (Deverb15 PPos (UseV nens_V)))) (NaNPAdv (RelNP (DetCN (DetNum NumSg) (PossNP (UseN gobolondo_5_6_N) (UsePron it5_Pron))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV sind_V))))))))) NoVoc,ufudu luhamba ngokunensa negobolondo lalo elisindayo
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN hlahla_7_8_N)) (ComplV2 gcwal_V2 (ExtConjNP (RelNP (DetCN (DetNum NumPl) (UseN hlokohloko_5_6_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (DetCN (DetNum NumSg) (UseN sindo_3_4_N)))))) with_Conj (DetCN (DetNum NumPl) (PossNP (UseN dleke_7_8_N) (UsePron they6_Pron)))))))) NoVoc,isihlahla sigcwele amahlokohloko anomsindo nezidleke zawo
ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (AdvVP (UseV qal_V) (InstrNPAdv (Deverb15 PPos (ComplV2 thol_V2 (DetCN (DetNum NumSg) (UseN phakathi_5_6_N))))))))) (PlusChunk (V_Chunker (V_i_Chunk lalel_V)) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (DetCN (DetNum NumSg) (UseN tafula_5_6_N)))) (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 es_V2 (UsePron (ProDrop they_Pron)))))) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (ComplV2 bek_V2 (RelNP (DetCN (DetNum NumSg) (UseN gilazi_9_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (DetCN (DetNum NumPl) (UseN mbali_9_10_N)))))))))))))))),qala ngokuthola iphakathi laleli tafula bese ubeka ingilazi enezimbali
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""umvini""))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""esiwutshalile""))) (OneChunk (S_Chunker (S_Chunk (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (UseVStative khuphuk_V) (InstrNPAdv (RelNP (DetCN (DetNum NumSg) (UseN bonda_11_10_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (CopLocative (LocAdvLoc ngemuva_LocAdv))))))))))))))",umvini esiwutshalile uzokhuphuka ngobonda olungemuva
ChunkPhr (PlusChunk (N_Chunker (N_Pl_Chunk nqe_5_6_N)) (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (RelN (UseRCl TPresTemp PPos (RelVPShort IdRP (UseV lind_V))) bhubesi_5_6_N)) (ComplV2 tik_V2 (UsePron (ProDrop they8_Pron))))))) (PlusChunk (S_Chunker (S_Chunk (AdvS (InstrNPAdv (DetCN (DetNum NumSg) (UseN nyamazane_9_10_N))) (UseCl TPresTemp PNeg (PredVP (UsePron (ProDrop it9_Pron)) (UseVStative bulal_V)))))) (PlusChunk (V_Chunker (V_e_Chunk qed_V)) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop they6_Pron)) (ComplV2 dl_V2 (DetCN (DetNum NumPl) (UseN salela_9_10_N)))))))))))),amanqe alinda amabhubesi azitika ngenyamazane ayibulele qede adla izinsalela
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (ComplVS zw_VS (AdvS (InstrNPAdv (DetCN (DetNum NumSg) (PossNP (UseN sindo_3_4_N) (Deverb15 PPos (UseV bhong_V))))) (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (AdvVP (UseV qhamuk_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (PossNP (UseN gede_3_4_N) (DetCN (DetNum NumPl) (UseN bhubesi_5_6_N)))))))))))))) NoVoc,sizwe ngomsindo wokubhonga uqhamuka emgedeni wamabhubesi
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN gogo_1a_2a_N)) (ComplV2 fuy_V2 (DetCN (DetNum NumSg) (UseN nkukhu_9_10_N)))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it3_Pron)) (AdvVP (ComplV2 z_V2 (UsePron (ProDrop it17_Pron))) (InstrAdvNPAdv (NPAdv (RelNP (UsePron (ProDrop they6_Pron)) (UseRCl TPastTemp PPos (RelVPShort IdRP (ComplV2 philis_V2 (UsePron (ProDrop they10_Pron))))))) (UsePron it9_Pron)))))) NoVoc),ugogo ufuye inkukhu ukuze aziphilise ngayo
ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (ComplV2 thand_V2 (UsePron (ProDrop it17_Pron))))))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (ComplV2 vakashel_V2 (RelNP (DetCN (DetNum NumPl) (UseN ndawo_9_10_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseVStative ehlukan_V))))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop she_Pron) (ComplV2 z_V2 (UsePron (ProDrop it17_Pron))))) (OneChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (ComplV2 bon_V2 (ExtConjNP (DetCN (DetNum NumPl) (UseN lwane_7_8_N)) with_Conj (DetCN (DetNum NumPl) (UseN tshalo_8_N)))))))))))),siyakuthanda ukuvakashela izindawo ezehlukene ukuze sibone izilwane nezitshalo
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (ComplV2 thand_V2 (UsePron (ProDrop it17_Pron)))))) NoVoc) (PhrUtt NoPConj (UttS (AdvS (NPAdv (Deverb15 PPos (ComplV2 dl_V2 (DetCN (DetNum NumPl) (UseN wolintshi_5_6_N))))) (AdvS (InstrAdvNPAdv (NPAdv (RelNP (UsePron (ProDrop they4_Pron)) (UseRCl TPresTemp PPos (RelVPShort IdRP (ComplV2 sik_V2 (UsePron (ProDrop it14_Pron))))))) (DetCN (DetNum NumSg) (UseN ba_1a_2a_N))) (ExistNP (DetCN (DetNum NumSg) (PossNP (UseN khathi_7_8_N) (UsePron they6_Pron))))))) NoVoc),siyakuthanda ukudla amawolintshi ebusika ngoba yisikhathi sawo
"ChunkPhr (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (Deverb15 PPos (UseVStative mel_V)))) (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (AdvVP (ComplV2 fik_V2 (UsePron (ProDrop we_Pron))) (InstrAdvNPAdv (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN khaya_5_6_N)))) (Deverb15 PPos (UseV shesh_V))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""singalindi""))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (UseV th_V))) (OneChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (ComplV2 ficw_V2 (Deverb15 PPos (UseV hlw_V))))))))))))",kumele sifike ekhaya ngokushesha singalindi ukuthi sificwe ukuhlwa
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (UseVStative y_V) (InstrAdvNPAdv (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN cimbi_3_4_N)))) (DetCN (DetNum NumSg) (UseN mgqibelo_3_4_N))))))) NoVoc,sizoya emcimbini ngomgqibelo
ExtPhrConj (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 mel_V2 (UsePron (ProDrop youSg_Pron))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 finyez_V2 (DetCN (DetNum NumSg) (PossNP (UseN bhulukwe_5_6_N) (UsePron it17_Pron))))))) NoVoc),kumele sifinyeze ibhulukwe lakho
ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk mbewu_9_10_N)) (PlusChunk (S_Chunker (S_Chunk (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 tshal_V2 (UsePron (ProDrop it9_Pron))))))) (PlusChunk (NP_Chunker (NP_Gen_Chunk (ProDrop they6_Pron) (DetCN (DetNum NumSg) (UseN thwasahlobo_9_N)))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop it7_Pron) (ComplV2 lind_V2 (UsePron (ProDrop they4_Pron))))) (OneChunk (N_Chunker (N_Sg_Chunk qhume_5_6_N))))))),imbewu sizoyitshala entwasahlobo siyilinde iqhume
"ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk mbila_3_4_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""sizowendlala""))) (PlusChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN gceke_5_6_N)))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop he_Pron) (ComplV2 s_V2 (UsePron (ProDrop it17_Pron))))) (OneChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 om_V2 (UsePron (ProDrop they6_Pron)))))))))))",umbila sizowendlala egcekeni ukuse wome
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop it7_Pron)) (ComplV2 qal_V2 (DetCN (DetNum NumSg) (UseN fundo_7_8_N))))))) (PlusChunk (S_Chunker (S_Chunk (ExistNP (DetCN (DetNum NumPl) (UseN Lwesine_1a_2a_N))))) (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 es_V2 (UsePron (ProDrop they_Pron)))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop we_Pron) (UseV qhubek_V))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngolweSihlanu""))))))))",sizoqala isifundo ngoLwesine bese siqhubeka ngolweSihlanu
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN thethe_9_10_N)) (AdvVP (UseV gxum_V) phambi_Adv)))) NoVoc) (PhrUtt NoPConj (UttS (AdvS (InstrAdvNPAdv (KwaNPAdv (UsePron i_Pron)) (DetCN (DetNum NumSg) (UseN khathi_9_10_N))) (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV hamb_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN simu_9_6_N))))))))) NoVoc),intethe igxume phambi kwami ngenkathi ngihamba ensimini
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN phaphe_11_10_N) (DetCN (DetNum NumSg) (UseN mpangele_9_10_N)))) (CopAP (PositA mpunga_R)))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngokusamnyama""))) (PlusChunk (V_Chunker (V_e_Chunk lub_V)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""namachashazi""))) (OneChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop they6_Pron)) (CopAP (PositA mhlophe_R)))))))))))",uphaphe lwempangele lumpunga ngokusamnyama lube namachashazi amhlophe
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""inteshane""))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop it9_Pron) (UseV gijim_V))) (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop it9_Pron)) (AdvVP (AdvVP (UseV ngen_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN hlahla_7_8_N))))) phambi_Adv))))) (OneChunk (NP_Chunker (NP_Gen_Chunk (ProDrop it17_Pron) (UsePron we_Pron)))))))",inteshane igijime yangena ezihlahleni phambi kwethu
ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop youSg_Pron) (UseV heshan_V))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPastTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (ComplV2 jah_V2 (DetCN (DetNum NumPl) (UseN nyoni_9_10_N))))))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumPl) (RelN (UseRCl TPastTemp PPos (RelVPShort IdRP (UseVStative qhwakel_V))) hlahla_7_8_N))))))),uheshana ujahe izinyoni ebeziqhwakele ezihlahleni
ChunkPhr (PlusChunk (CN_Chunker (CN_Sg_Chunk (PossNP (UseN hlambi_3_4_N) (DetCN (DetNum NumPl) (UseN dube_5_6_N))))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPastTemp PPos (ProDrop she_Pron) (UseV gijim_V))) (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (UseV nqamul_V))))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN thafa_5_6_N)))))))),umhlambi wamadube ugijime wanqamula ethafeni
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN ngane_11_N)) (ComplV2 thand_V2 (Deverb15 PPos (ComplV2 dl_V2 (DetCN (DetNum NumSg) (UseN khova_11_N))))))))) (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (CopNPAssoc (DetCN (DetNum NumSg) (UseN bhanana_1a_2a_N))))))) (PlusChunk (S_Chunker (S_Chunk (ExistNP (DetCN (DetNum NumPl) (UseN ba_1a_2a_N))))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""mukhulu"")))))))",izingane zithanda ukudla ukhova kunobhanana ngoba mukhulu
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (RelNP (PronPostdetNP (ProDrop it17_Pron) (QuantPostdet all_QuantStem)) (UseRCl TPresTemp PPos (RelVPShort IdRP (ComplV2 phuth_V2 (UsePron (ProDrop it5_Pron)))))) (AdvVP (UseVStative lungisw_V) maduzane_Adv)))) NoVoc,konke okuliphutha kuzolungiswa maduzane
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""abahlezi""))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngasesiteji""))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""bayizitatanyiswa""))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) cimbi_3_4_N))))))))",abahlezi ngasesiteji bayizitatanyiswa kulo mcimbi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN qalo_7_8_N) (DetCN (DetNum NumSg) (UseN daba_9_10_N)))) (AdvVP (UseV b_V) (NaNPAdv (RelNP (DetCN (DetNum NumSg) (UseN lingiswa_1_2_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (CopLocative (LocAdvLoc (LocNAdv phambili_LocN))))))))))) NoVoc,isiqalo sendaba siba nomlingiswa ophambili
PhrUtt NoPConj (UttImpSg PPos (ImpVP (AdvVP (ComplV2 omis_V2 (DetCN (DetNum NumPl) (PossNP (UseN ngubo_9_10_N) (UsePron it17_Pron)))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN langa_5_6_N))))))) NoVoc,omisa izingubo zakho elangeni
"ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (UseV bhek_V)))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngakwesokudla""))) (OneChunk (NP_Chunker (NP_Gen_Chunk (ProDrop it7_Pron) (UsePron it17_Pron))))))",bheka ngakwesokudla sakho
"ChunkPhr (PlusChunk (N_Chunker (N_Sg_Chunk culo_3_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""wehabhu""))) (OneChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (RelNP (UsePron (ProDrop youSg_Pron)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV thandek_V)))) (ComplV2 gcwal_V2 (DetCN (DetNum NumSg) (UseN gumbi_5_6_N))))))))))",umculo wehabhu othandekayo wagcwala igumbi
ExtPhrConj (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 qinisek_V2 (Deverb15 PPos (UseV th_V))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN hlansi_9_10_N)) (ComplV2 okhel_V2 (DetCN (DetNum NumSg) (UseN lilo_3_4_N)))))) NoVoc),qiniseka ukuthi inhlansi ayokheli umlilo
"ChunkPhr (PlusChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (ComplV2 qinisekis_V2 (Deverb15 PPos (ComplV2 th_V2 (DetCN (DetNum NumSg) (UseN lotha_3_4_N)))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""usupholile""))) (OneChunk (Adv_Chunker (Adv_Chunk (LocAdvAdv (LocAdvNP (LocNNgaAdv phambi_LocN) (Deverb15 PPos (ComplV2 lahl_V2 (UsePron (ProDrop it3_Pron)))))))))))",qinisekisa ukuthi umlotha usupholile ngaphambi kokuwulahla
ExtPhrConj (ExtPhrConj (ExtPhrConj (PhrUtt NoPConj (UttImpSg PPos (ImpVP (ComplV2 qinisekis_V2 (Deverb15 PPos (UseV th_V))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop youSg_Pron)) (ComplV2 val_V2 (DetCN (DetNum NumSg) (UseN mpompi_1a_2a_N)))))) NoVoc)) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (CopNP (UsePron (ProDrop they6_Pron)))))) NoVoc)) (PhrUtt NoPConj (UttS (AdvS (NPAdv (RelNP (UsePron (ProDrop it9_Pron)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA njalo_R)))))) (UseCl TFutTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (UseVStative cons_V))))) NoVoc),qinisekisa ukuthi uvala umpompi kungenjalo uzoconsa
ExtPhrConj (PhrUtt NoPConj (UttS (AdvS (NPAdv (DetCN (DetNum NumSg) (UseN nundu_9_10_N))) (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop it5_Pron)) (ComplV2 ndizel_V2 (UsePron (ProDrop it5_Pron))))))) NoVoc) (PhrUtt NoPConj (UttS (ExistNP (RelNP (UsePron (ProDrop they6_Pron)) (UseRCl TPresTemp PPos (RelVP IdRP (CopLocative (LocAdvLoc (LocNPAdv (Deverb15 PPos (UseV khany_V)))))))))) NoVoc),inundu lalindizela ngasekukhanyeni
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN bhuzi_9_10_N) (DetCN (DetNum NumSg) (UseN sikazi_9_10_N)))) (AdvVP (ComplV2 khal_V2 (UsePron (ProDrop it9_Pron))) (InstrNPAdv (DetCN (DetNum NumSg) (PossNP (UseN ngane_9_10_N) (UsePron it9_Pron)))))))) NoVoc,imbuzi yensikazi yayikhala ngengane yayo
"ChunkPhr (PlusChunk (RS_Chunker (RS_Chunk (ProDrop it17_Pron) (UseRCl TPresTemp PPos (RelVP IdRP (CopNP (UsePron (ProDrop it11_Pron))))))) (PlusChunk (VP_Chunker (VP_Inf_Chunk PPos (AdvVP (UseV phel_V) (KwaNPAdv (DetCN (DetNum NumSg) (UseN hlanzi_9_10_N)))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""esasiyibambile""))) (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (CopNP (RelNP (RelNP (DetCN (DetNum NumSg) (UseN hlanzi_9_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNP (DetCN (DetNum NumSg) (UseN kati_5_6_N)))))) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA ncane_A)))))))))) (OneChunk (RS_Chunker (RS_Chunk (ProDrop we_Pron) (UseRCl TRemPastTemp PPos (RelVPShort IdRP (AdvVP (ComplV2 phons_V2 (UsePron (ProDrop they4_Pron))) (LocAdvAdv emuva_LocAdv)))))))))))",okuwukuphela kwenhlanzi esasiyibambile kwakuyinhlanzi eyikati encane esayiphonsa emuva
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN ntshe_9_10_N)) (CopNP (RelNP (DetCN (DetNum NumSg) (UseN nyoni_9_10_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA khulu_A)))))))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""kunazo""))) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (DetCN (DetNum NumSg) (UseN zonke_1a_2a_N)))) (OneChunk (NP_Chunker (NP_Loc_Chunk (DetCN (DetNum NumSg) (UseN hlaba_3_4_N))))))))",intshe iyinyoni enkulu kunazo zonke emhlabeni
"ChunkPhr (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""amapentshisi""))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""aseluhlaza""))) (PlusChunk (V_Chunker (V_i_Chunk futh_V)) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""awakavuthwa"")))))))",amapentshisi aseluhlaza futhi awakavuthwa
ExtPhrConj (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV vilaph_V) kakhulu_Adv)))) NoVoc) (PhrUtt NoPConj (UttS (AdvS (NPAdv (Deverb15 PPos (UseV th_V))) (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (CopNP (RelNP (UsePron (ProDrop they6_Pron)) (UseRCl TPresTemp PPos (RelVPShort IdRP (UseV y_V))))) (InstrAdvNPAdv (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN khaya_5_6_N)))) (DetCN (DetNum NumPl) (UseN nyawo_11_10_N)))))))) NoVoc),ngivilapha kakhulu ukuthi ngingaya ekhaya ngezinyawo
"ChunkPhr (PlusChunk (S_Chunker (S_Chunk (UseCl TRemPastTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 dl_V2 (UsePron (ProDrop i_Pron))))))) (PlusChunk (N_Chunker (N_Sg_Chunk rayisi_5_6_N)) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""nsuku""))) (PlusChunk (NP_Chunker (NP_Nom_Reduced_Chunk (DetCN (DetNum NumSg) (UseN zonke_1a_2a_N)))) (PlusChunk (Adv_Chunker (Adv_Chunk (InstrNPAdv (DetCN (DetNum NumSg) (UseN khathi_7_8_N))))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""ngisahlala""))) (OneChunk (Symb_Chunker (Symb_Chunk (MkSymb ""eChina""))))))))))",ngangidla irayisi nsuku zonke ngesikhathi ngisahlala eChina
"ChunkPhr (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop she_Pron) (UseV m_V))) (PlusChunk (VP_Chunker (VP_Main_Chunk TPresTemp PPos (ProDrop i_Pron) (UseV buy_V))) (PlusChunk (Symb_Chunker (Symb_Chunk (MkSymb ""eholidini""))) (OneChunk (Imp_Chunker (Imp_Sg_Pos_Chunk (ImpVP (AdvVP (ComplV2 fik_V2 (UsePron (ProDrop i_Pron))) (LocAdvNPAdv (LocAdvAdv (LocNPAdv (ExtConjNP (DetCN (DetNum NumSg) (UseN khaya_5_6_N)) with_Conj (DetCN (DetNum NumPl) (UseN bhungulu_9_10_N))))) (DetCN (DetNum NumPl) (PossNP (UseN phahla_11_10_N) (UsePron i_Pron))))))))))))",uma ngibuya eholidini ngifike ekhaya nezimbungulu ezimpahleni zami
ExtPhrConj (PhrUtt NoPConj (UttS (ExistNP (RelNP (AdvNP (UsePron (ProDrop it3_Pron)) (NPAdv (DetCN (DetNum NumSg) (ApposCN (UseN gadla_9_10_N) phayinaphu_11_N)))) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA gcwele_R))))))) NoVoc) (PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (CopQuant only_QuantStem)))) NoVoc),ngingadla uphayinaphu ogcwele ngingedwa
