Tree,Linearisation
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN milk_N)))))) NoVoc,yona inkosikazi ekhwehlelayo ayizukuthanda ubisi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,yona inkosikazi ezoba nesambulela esikhulu ayizukusika ithanga
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN girl_N))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,umamekazi wawo amantombazana akafunanga umfino
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,yona intombazana enesambulela esikhulu izothengisa ushizi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 order_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,indoda enejezi elimakhwezikhwezi ayi-odanga amaqanda
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,umuntu obengenasambulela esikhulu aka-odanga uletisi
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,intombazana ebinesambulela esikhulu izojabulela iwolintshi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN man_N))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,ubabekazi wawo amadoda udla inyama
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV cough_V)))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN milk_N)))))) NoVoc,umfana ongakhwehleli akayukufuna ubisi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN woman_N))))) (ComplV2 grow_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,umamekazi wawo amakhosikazi akazukumilisa umfino
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN coffee_N)))))) NoVoc,yona indoda ebingenasambulela esikhulu ayithandanga ikhofi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,yona inkosikazi enesambulela esikhulu iyokukha uletisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (UseN man_N)))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN banana_N)))))) NoVoc,ubabekazi wendoda akajabuleli ubhanana
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,intombazana ebingenasambulela engesikhulu ayithengisi obhontshisi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN potato_N)))))) NoVoc,yona indoda enesambulela esikhulu ayikhanga izambane
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN human_N))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN tea_N)))))) NoVoc,umamekazi wabo abantu u-oda itiye
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (UsePron i_Pron) (ComplV2 want_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,mina ngiyofuna amaqanda
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN milk_N)))))) NoVoc,inkosikazi enejezi elimakhwezikhwezi ayithengisi ubisi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 prepare_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,yona intombazana ezoba nejezi elimakhwezikhwezi ayilungisanga isinkwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (UseN human_N)))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,ubabekazi womuntu akakhi umfino
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,yona inkosikazi ayizukuthengisa uletisi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,yena umuntu ozoba nejezi elimakhwezikhwezi akazukusika umongo
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumPl) (UseN egg_N)))))) NoVoc,indoda enesambulela esikhulu izothenga amaqanda
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,yona inkosikazi enejezi elimakhwezikhwezi ayiyukuthenga umfino
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN man_N))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,ubabekazi wawo amadoda akathandi isinkwa
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,yona indoda enejezi elimakhwezikhwezi ayizukudla uletisi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN man_N))))) (ComplV2 cut_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,ubabekazi wayo indoda akasikanga ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV laugh_V)))) (ComplV2 enjoy_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,intombazana engahleki ayijabuleli isithelo
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,umuntu obenejezi elimakhwezikhwezi uyothanda uletisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN mango_N)))))) NoVoc,yona inkosikazi ebingenajezi elingemakhwezikhwezi ayidli umongo
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,yena umuntu obenesambulela esikhulu uyoku-oda isithelo
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) human_N)) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN vegetable_N)))))) NoVoc,lo muntu akakhi umfino
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV laugh_V)))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,indoda ehlekayo ayithengisanga iwolintshi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN tea_N)))))) NoVoc,yena umfana ongenajezi elingemakhwezikhwezi akathengisanga itiye
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,intombazana ezoba nejezi elimakhwezikhwezi iyoku-oda ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN girl_N))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN tea_N)))))) NoVoc,ubabekazi wawo amantombazana uthanda itiye
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN girl_N)) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 cook_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,intombazana engezukuba nasambulela esikhulu ayiyukupheka uletisi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN orange_N)))))) NoVoc,yona inkosikazi enejezi elimakhwezikhwezi ikha iwolintshi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV laugh_V)))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,indoda engahleki ayi-odanga inyama
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,indoda ebingenajezi elimakhwezikhwezi ayiyukuthengisa isithelo
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,yona indoda engenasambulela engesikhulu ayifunanga obhontshisi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,yona inkosikazi ebinesambulela esikhulu ayiyukudla isithelo
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN watermelon_N)))))) NoVoc,yona indoda engezukuba najezi elimakhwezikhwezi ayizukudla ikhabe
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,yena umfana obengenajezi elingemakhwezikhwezi aka-odi ushizi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,indoda engenasambulela engesikhulu ayiyukufuna ushizi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (UseN man_N)))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,ubabekazi wamadoda akayukufuna inyama
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumPl) (EmphCN (UseN human_N))))) (ComplV2 pick_V2 (DetCN (DetNum NumSg) (UseN fruit_N)))))) NoVoc,ubabekazi wabo abantu akazukukha isithelo
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV laugh_V)))) (ComplV2 like_V2 (DetCN (DetNum NumPl) (UseN water_N)))))) NoVoc,umuntu ohlekayo akathandi amanzi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN coffee_N)))))) NoVoc,yena umuntu obenejezi elimakhwezikhwezi akathenganga ikhofi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,inkosikazi ekhwehlelayo ayizukudla ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN human_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,yena umuntu onejezi elimakhwezikhwezi ufune ushizi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN boy_N)) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 prepare_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,umfana ongezukuba najezi elingemakhwezikhwezi akazukulungisa ushizi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN brother_3_N) (DetCN (DetNum NumSg) (UseN girl_N)))) (ComplV2 sell_1_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,umfowabo wentombazana uyothengisa ithanga
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_maternal_N) (DetCN (DetNum NumSg) (EmphCN (UseN man_N))))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN tea_N)))))) NoVoc,umamekazi wayo indoda uzothanda itiye
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN boy_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN fish_N)))))) NoVoc,yena umfana obengenajezi elimakhwezikhwezi akafunanga inhlanzi
PhrUtt NoPConj (UttS (UseCl TPresTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPastTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN lettuce_N)))))) NoVoc,umuntu obenejezi elimakhwezikhwezi akafuni uletisi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN man_N))) (UseRCl TFutTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN umbrella_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) (ComplV2 cut_V2 (DetCN (DetNum NumPl) (UseN bean_N)))))) NoVoc,yona indoda engezukuba nasambulela esikhulu ayisikanga obhontshisi
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN woman_N))) (UseRCl TPastTemp PNeg (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN pumpkin_N)))))) NoVoc,yona inkosikazi ebingenajezi elimakhwezikhwezi ayiyukuthenga ithanga
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 want_V2 (DetCN (DetNum NumSg) (UseN avocado_N)))))) NoVoc,indoda ekhwehlelayo izofuna ukwatapheya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN woman_N)) (UseRCl TFutTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 prepare_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,inkosikazi ezoba nejezi elimakhwezikhwezi ayilungisanga ushizi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN aunt_paternal_N) (DetCN (DetNum NumSg) (UseN woman_N)))) (ComplV2 like_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,ubabekazi wenkosikazi akathandanga ushizi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (EmphCN (UseN girl_N))) (UseRCl TPresTemp PPos (RelVP IdRP (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN sweater_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA colourful_R))))))))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,yona intombazana enejezi elimakhwezikhwezi ayi-odanga isinkwa
PhrUtt NoPConj (UttS (UseCl TRemFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN human_N)) (UseRCl TPresTemp PNeg (RelVP IdRP (UseV laugh_V)))) (ComplV2 sell_1_V2 (DetCN (DetNum NumPl) (UseN water_N)))))) NoVoc,umuntu ongahleki akayukuthengisa amanzi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (UseV cough_V)))) (ComplV2 order_V2 (DetCN (DetNum NumSg) (UseN cheese_N)))))) NoVoc,indoda ekhwehlelayo ayizuku-oda ushizi
PhrUtt NoPConj (UttS (UseCl TRemPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) woman_N)) (ComplV2 buy_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,le nkosikazi ayithenganga isinkwa
